GESTURE,ACC-X-MIN-Ring1,ACC-Y-MIN-Ring1,ACC-Z-MIN-Ring1,GYRO-X-MIN-Ring1,GYRO-Y-MIN-Ring1,GYRO-Z-MIN-Ring1,ACC-X-MIN-Ring2,ACC-Y-MIN-Ring2,ACC-Z-MIN-Ring2,GYRO-X-MIN-Ring2,GYRO-Y-MIN-Ring2,GYRO-Z-MIN-Ring2,ACC-X-MAX-Ring1,ACC-Y-MAX-Ring1,ACC-Z-MAX-Ring1,GYRO-X-MAX-Ring1,GYRO-Y-MAX-Ring1,GYRO-Z-MAX-Ring1,ACC-X-MAX-Ring2,ACC-Y-MAX-Ring2,ACC-Z-MAX-Ring2,GYRO-X-MAX-Ring2,GYRO-Y-MAX-Ring2,GYRO-Z-MAX-Ring2,ACC-X-MEAN-Ring1,ACC-Y-MEAN-Ring1,ACC-Z-MEAN-Ring1,GYRO-X-MEAN-Ring1,GYRO-Y-MEAN-Ring1,GYRO-Z-MEAN-Ring1,ACC-X-MEAN-Ring2,ACC-Y-MEAN-Ring2,ACC-Z-MEAN-Ring2,GYRO-X-MEAN-Ring2,GYRO-Y-MEAN-Ring2,GYRO-Z-MEAN-Ring2,ACC-X-VAR-Ring1,ACC-Y-VAR-Ring1,ACC-Z-VAR-Ring1,GYRO-X-VAR-Ring1,GYRO-Y-VAR-Ring1,GYRO-Z-VAR-Ring1,ACC-X-VAR-Ring2,ACC-Y-VAR-Ring2,ACC-Z-VAR-Ring2,GYRO-X-VAR-Ring2,GYRO-Y-VAR-Ring2,GYRO-Z-VAR-Ring2,ACC-X-SKEW-Ring1,ACC-Y-SKEW-Ring1,ACC-Z-SKEW-Ring1,GYRO-X-SKEW-Ring1,GYRO-Y-SKEW-Ring1,GYRO-Z-SKEW-Ring1,ACC-X-SKEW-Ring2,ACC-Y-SKEW-Ring2,ACC-Z-SKEW-Ring2,GYRO-X-SKEW-Ring2,GYRO-Y-SKEW-Ring2,GYRO-Z-SKEW-Ring2,ACC-X-KURT-Ring1,ACC-Y-KURT-Ring1,ACC-Z-KURT-Ring1,GYRO-X-KURT-Ring1,GYRO-Y-KURT-Ring1,GYRO-Z-KURT-Ring1,ACC-X-KURT-Ring2,ACC-Y-KURT-Ring2,ACC-Z-KURT-Ring2,GYRO-X-KURT-Ring2,GYRO-Y-KURT-Ring2,GYRO-Z-KURT-Ring2
up,-10.88,-6.95,15.23,-58.2,-193.51,-28.27,6.53,17.29,1.7,-3.96,-0.83,-0.34,7.17,4.28,26.18,75.1,96.53,45.51,6.92,18.15,2.55,1.07,1.66,0.98,-5.726000000000001,-3.9930000000000008,18.595,2.2675000000000005,-7.6805,2.145000000000001,6.777500000000001,17.8775,2.232,-1.073,0.41000000000000003,0.323,49.452614,11.911381000000002,4.6411549999999995,739.2615887500001,3429.6694847500003,226.57994499999995,0.007328749999999988,0.03186874999999998,0.04090600000000001,1.1215309999999998,0.21395,0.122341,1.1347843914838869,1.2829482664748493,2.0215469353662434,1.3281732602137148,-1.9189320229859048,1.3193421294693892,-1.0188827834786662,-1.706546424004353,-0.7760710271248846,-0.6745632557534984,-0.13043067609189551,-0.06282244309073633,-0.6073337556531371,0.12174056899198149,7.177372856675566,4.322626050506369,5.307291180990246,3.4843353368862893,2.0886335396459446,4.807519218335354,0.8536950463257202,1.6166268059707276,3.7215415308042035,-0.31302487024153614
up,-10.21,-8.19,13.46,-87.11,-141.46,-56.84,7.15,17.32,-1.61,-25.78,-4.88,-4.44,-4.3,-5.28,20.23,108.4,113.38,23.0,8.01,17.91,0.3,9.08,2.88,2.44,-8.989999999999998,-7.5785,18.047999999999995,0.9894999999999996,0.29749999999999943,-1.5090000000000008,7.468500000000001,17.607000000000003,-0.7909999999999998,-2.6420000000000003,0.083,-0.09300000000000004,1.3440800000000002,0.3567927499999999,1.557226,973.6026747500002,1754.2879687499997,186.27873899999997,0.030192749999999983,0.016721000000000076,0.20610900000000001,45.475686,2.3619510000000004,1.7886410000000001,3.500868181384454,3.0553163695556336,-2.419180410465816,0.9875347351447489,-0.9803565493869396,-3.2911197427457974,1.2291704180077174,0.22700276982199996,0.7841469187567546,-2.0933931991692862,-1.6524381604207736,-1.632082210513492,14.061421037318755,11.047146252373564,9.086872522605386,9.759864316602009,8.538874290161857,14.749862480046183,3.7013753403672744,0.8031590838258023,1.2727402675403905,6.813435734174615,4.971277404311044,5.4399887424762685
up,5.29,-0.46,19.77,-3.37,-2.0,-3.27,6.79,17.55,1.57,-4.88,0.29,-0.73,6.34,0.49,20.37,6.15,8.35,14.26,7.02,17.98,2.54,0.39,2.83,0.88,5.6015,-0.11199999999999999,20.118000000000002,0.07299999999999998,0.24449999999999994,1.365,6.901499999999999,17.85,2.186,-1.3504999999999998,0.7954999999999999,0.367,0.05350274999999995,0.05360600000000001,0.03168600000000002,2.9971010000000002,6.071014750000001,9.671015,0.004132749999999989,0.008929999999999985,0.05187400000000001,1.6942947499999998,0.45349475000000006,0.137071,1.7832756896990076,1.1119868122467198,-0.6268806401692775,1.800164040694607,2.350420275835015,3.6730820133551467,0.38948243261405363,-1.516909186360484,-0.8519765352691578,-1.3203545508249086,2.0149560695243145,-1.5552661534886965,4.159778799750468,1.610741075891248,-0.6730197040247239,7.540299258380532,5.492882748847382,16.05891449190228,-0.5691093139700172,3.8228120630445455,1.2240221065274177,1.73316376923328,3.704017344022101,3.0965710392048456
down,-3.85,-8.65,19.27,-5.27,-6.01,-2.34,-0.2,17.84,4.16,-6.05,-2.54,-13.48,0.16,-6.12,20.89,11.91,28.56,11.52,2.5,19.63,6.24,7.18,18.07,2.83,-2.06,-7.4365,20.229000000000003,1.892,1.8679999999999999,1.721,1.2185,18.793,5.278,0.6814999999999999,2.2105,-1.8850000000000002,2.6483800000000004,0.49500274999999994,0.16068899999999986,20.226836,54.876976,9.010049,1.10677275,0.20870099999999994,0.4840960000000001,13.24764275,20.84725475,13.883965,0.4583623015748519,0.30978844658371085,-0.5061969862273785,0.6799403423181661,2.5157430650661663,1.888260072696898,-0.22288567792532413,-0.04782664131797796,-0.1854443220662848,0.14318893866407253,2.449225743123145,-1.4446703118613968,-1.7931718092100122,-1.0707444991548627,0.03480084490671631,-0.11813004258343929,7.872233648178058,4.946887885014078,-1.7132535850992834,-0.6386896787091256,-1.4617173122368818,-0.9175314055383041,6.975212981065013,3.3348586496984787
down,-6.03,-9.1,11.61,-60.89,-46.83,-24.27,-6.54,15.48,2.64,-16.46,-33.01,-6.4,19.18,-1.4,22.15,8.2,178.42,24.76,1.83,20.89,6.62,6.93,18.26,43.31,1.9584999999999997,-6.2410000000000005,18.024499999999996,-5.624,16.0025,-0.7684999999999998,-1.1030000000000002,18.598499999999994,5.4365000000000006,-1.1355,-3.037,5.377999999999999,73.69073275,9.364639,8.148554749999999,332.04189399999996,3336.8830387499997,89.31981275000001,9.530390999999998,1.8427227499999996,0.5801827499999999,21.94761475,97.853351,120.59986599999998,0.9485046456966127,0.7163493281572187,-1.0261569231018695,-2.5226508581974167,1.8218504752682652,-0.35244051901514206,-0.4259097037854313,-0.31915301332883217,-2.5194727640663968,-1.399656104713055,-1.0680742062871975,2.3798634371913803,-0.8759138766275067,-1.461549799656972,0.1195748864844619,5.555350191010701,2.525363527759108,4.119858093463546,-1.7349282054051103,0.4520796452607101,8.998742627686614,4.94703739952811,3.8446042169538632,6.391852251647357
down,-2.98,-8.79,7.88,-68.12,-201.95,-10.11,-2.5,15.85,5.37,-5.03,-12.79,-6.84,15.77,-0.59,24.13,80.91,167.92,11.77,-0.4,19.98,7.36,2.1,15.58,7.57,7.156499999999999,-4.668,16.157,0.3434999999999996,3.0395,1.0310000000000001,-1.5755,18.7335,6.4155,-0.7350000000000001,-1.4505,1.2225,71.84468275000002,10.599495999999998,15.367431,867.1788827499998,6160.159394749999,20.942958999999995,0.46547474999999994,0.7678627499999997,0.22836475000000003,4.429565,27.802994749999993,7.928458749999999,-0.21064358521038515,-0.22661815647815037,-0.12193845306947512,0.6928332430779072,-0.4759792348019428,-0.15529814052950527,0.31641450460577714,-1.6043876425424197,-0.29596419599461193,-0.864631284179067,1.118681371786962,-0.43355030336582545,-2.1403197995703596,-1.9879886830425595,-0.5611563707309393,3.196102976552293,2.5192097252952594,1.8399318050596039,-1.4827966942770616,4.7710937318009385,0.6423365840100548,0.04260905553594929,5.329512118172584,2.954248438722444
down,-7.7,-6.71,12.13,-44.14,-49.71,-6.74,-6.35,17.52,5.06,-7.23,-8.89,-7.37,15.92,2.79,21.58,8.5,198.05,11.82,-4.5,19.36,7.15,4.74,2.25,14.89,4.158999999999999,-2.783,17.1175,-4.444000000000001,17.2855,0.657,-4.922500000000001,18.429000000000002,6.277000000000001,-0.925,-1.3645,1.2790000000000001,109.86482899999999,10.308891,10.612478749999998,128.578234,2525.6182647499995,17.827651,0.14763874999999999,0.20613899999999977,0.19820100000000004,5.754695000000002,5.167534750000001,18.078999000000003,-0.027126815077784614,0.0096926689305952,-0.2801713064086689,-2.257010408825511,2.532266007965571,0.6370946675175121,-2.670726798448684,-0.35847725782718853,-0.6201522827476298,-0.4304670961731932,-1.836976833851814,1.188918107018928,-2.1075390370928417,-1.7754075958257949,-1.5368327116908311,6.714561797899773,7.966444538360294,1.2466069342162633,9.162000075232365,0.22053803675823547,1.5947548188476421,2.2761367563960606,5.2746696002657,4.8492311523478335
down,-8.77,-7.88,15.32,-71.63,-31.1,-14.7,-6.87,18.25,3.74,-1.86,-3.27,-2.44,13.46,2.03,21.13,11.82,141.06,2.83,-6.06,19.15,4.67,-0.0,1.61,4.39,3.5345,-1.8824999999999998,17.847500000000004,-8.3345,17.866,-1.234,-6.410000000000001,18.653999999999996,4.132000000000001,-0.899,-0.5329999999999999,0.8404999999999999,82.75341475,13.51065875,3.888618749999998,339.96926475,1607.6927240000002,16.049264,0.04156000000000002,0.08004399999999987,0.05900600000000002,0.25362900000000005,0.8094109999999999,2.9454147500000003,-0.21391113933859404,-0.3896329150630363,0.2507753296790735,-2.287580288160359,1.7255185468949712,-2.150936222953128,-0.1447585404313776,0.02935819907696613,0.8226014613320781,-0.442213266409175,-0.895012271782072,0.11569764328990871,-1.9764324976299332,-1.8093080660318634,-1.5241684977192786,6.198369603071463,3.1213824270207438,5.391034147234301,0.011777125606414529,-1.1100501270847491,0.42956366435454907,-0.654938599523613,4.499318358124798,0.4166149105387622
down,-10.32,-6.6,10.58,-78.76,-46.68,-14.7,-7.53,16.84,3.4,-8.59,-5.91,-29.98,18.43,1.97,20.57,11.23,215.33,6.74,-3.41,20.73,5.59,8.98,9.18,21.09,7.908500000000001,-0.736,15.077000000000002,-7.027000000000001,14.819500000000001,0.9145000000000003,-5.4155,18.847500000000004,4.276,-1.0434999999999997,-0.616,3.9,102.45029275000002,10.896154,10.025081,406.318311,4348.64795475,18.895764750000005,1.17701475,0.8962487500000005,0.446214,16.63760275,16.146264,96.46165000000002,-0.8832667008638044,-1.0787763717442735,0.20515198281846078,-2.595282736596025,1.9369419769015688,-2.395476330951078,-0.23330980170703608,-0.19717251343870065,0.4755753911278685,0.38314641471925104,1.155942465455819,-1.8333131909932667,-0.9528224764355202,-0.725906179353335,-1.279355174238641,7.470434884318552,3.451721646152353,7.836705229047238,0.13899894658170497,-0.10141886864215843,-1.038662230562727,0.9895003055721983,1.581891281353105,6.588932015144739
down,-9.24,-6.57,10.66,-49.71,-60.99,-8.79,-7.8,14.02,1.03,-9.52,-6.69,-6.88,19.29,2.76,21.19,12.94,242.58,21.58,-5.56,21.35,3.88,2.69,6.98,17.19,8.446,-0.7004999999999999,14.35,-5.1175,18.715500000000006,1.0864999999999998,-6.3965000000000005,19.0405,2.69,-1.108,-0.3075,1.634,124.118154,12.08916475,13.943200000000001,273.62513875,4131.170094750001,29.313222749999994,0.2500427499999999,1.9870547500000004,0.37083999999999995,7.694716,9.430058749999999,29.359384,-0.8237795218856244,-0.8553515128987411,0.45522022758914965,-1.8855561451621026,2.3610460256012638,2.521993579873926,-1.0103208971194375,-2.063332204522601,-0.6561248421848977,-2.112616142105997,0.05432457839408306,1.6874311314255457,-1.3050749343099244,-1.1580024381996221,-1.4871831863223117,2.564821153170281,6.66630645199395,10.66532630854198,2.357029502443555,7.677615742281391,1.8551398692048213,4.689893244889225,0.909867064878199,3.6460016985570975
down,-6.33,-6.01,9.01,-84.42,-86.47,-17.33,-7.53,16.38,2.2,-4.69,-9.47,-8.4,20.97,3.66,22.9,37.5,279.83,19.04,-4.93,23.29,6.7,12.3,5.62,13.53,7.481999999999999,-0.8765000000000001,15.267000000000001,-4.4185,18.827999999999996,-0.16649999999999993,-5.8294999999999995,18.943499999999997,4.094,0.33399999999999996,-0.742,1.6799999999999997,105.94999600000001,9.028602750000001,26.605021000000004,520.11826275,6159.104196,50.102882750000006,0.49828475,1.5113727499999998,0.7334439999999999,11.668554000000002,17.231066,32.88448000000001,-0.09989856782901549,-0.3650831348922336,-0.005944241014519433,-2.1386662977721436,2.0759959564709973,-0.261807393275018,-0.5705367922940681,1.9022242898764121,0.9829559798936779,2.0825005836897463,-0.7492065109952392,0.7331182477835622,-1.960832515576069,-1.6029993586487223,-1.9011815279866262,7.3695456812190745,5.352017253716669,3.85437173970291,-0.27129217177279497,7.9719902280816655,3.9426641806947833,6.799439768845469,0.47101577045844234,0.4334779051039366
down,-4.65,-5.61,8.13,-35.25,-55.62,-9.13,-7.48,17.57,3.03,-5.62,-12.65,-6.49,21.83,2.06,22.47,18.85,138.82,5.96,-4.99,26.91,6.07,7.62,2.69,48.78,6.5504999999999995,-2.4334999999999996,16.2895,-3.3809999999999993,16.173,-0.08400000000000002,-5.988499999999999,18.9815,4.039,-0.18050000000000002,-1.9084999999999996,4.63,92.91151475000001,7.83216275,29.67715475,163.677359,2162.286041,11.855844000000001,0.48088275000000014,3.6149827500000002,0.4559690000000002,8.068604750000002,14.871852749999999,120.74674,0.2633965350714668,0.12430426778235061,-0.45580181813723714,-0.9349523389818833,1.1817775700838216,-0.674430032469013,-0.3859180506964542,3.859887948987989,1.1910449812119486,1.1327365726018432,-1.3332587469019166,3.4220126425265294,-1.8941123731861709,-1.9152847468554925,-1.719703959867897,1.8658869523391255,1.1002234933210158,1.4292431991904557,-0.5597374473116044,16.226470693904208,2.692783453256858,2.131376443378377,1.627784563604033,13.594631956615501
down,-0.87,-8.03,7.45,-26.22,-35.16,-3.12,-5.74,16.97,5.41,-12.16,-16.75,-14.36,18.18,-1.43,20.22,7.71,127.59,9.33,-3.22,19.29,8.75,6.25,4.39,13.67,11.621999999999998,-4.003500000000001,12.919999999999998,-3.6725000000000003,17.401999999999997,2.1365,-4.2975,18.175,7.169,-1.2944999999999998,-0.5874999999999999,-0.3434999999999999,63.93684599999999,5.32813275,28.359740000000006,70.27253875,1453.402456,6.79921275,0.52506875,0.3452149999999999,0.44479900000000006,12.319924749999998,18.407708750000005,27.432142749999997,-0.7633818950660116,-0.8216600562059849,0.35833935260477084,-1.7771854115294912,1.5740536908911145,0.7167124208638641,-0.5039432118881982,-0.18866624399443047,-0.31436431504220524,-1.210160089848905,-2.7075086003602444,-0.10570522943857406,-1.4020786469843816,-1.0923790764014232,-1.866957608774446,3.0880124006748284,2.409718871633938,1.7836184167579985,-0.9722452606535632,-0.2331270131413321,2.092966088005676,4.5350379335806945,9.888523799328434,3.569683916201752
down,-6.0,-9.07,6.1,-52.25,-361.13,-44.97,-6.09,17.12,4.25,-8.79,-6.2,-8.25,27.29,-1.12,22.03,87.74,177.49,16.6,-3.61,21.17,7.79,5.62,15.97,15.19,5.622000000000001,-5.5695,15.687000000000001,-1.0769999999999997,-4.174999999999999,0.4320000000000004,-5.2615,18.4615,6.2165,-0.03900000000000011,1.5209999999999995,1.7485,123.41292600000001,9.90518475,27.955130999999994,733.902151,11872.185005,147.809806,0.30256275,0.7003927500000005,0.42206274999999993,9.918329,30.68667899999999,31.488502750000002,0.4242445121805638,0.25644491420331433,-0.8640608924314583,1.5155233222054518,-1.6452841490562007,-2.496291362016928,1.1215111018258268,1.6987604872572684,-0.7315149829880233,-0.5724883171419539,1.124972122052286,0.2792248293441431,-1.5776506250679345,-1.9373589727079503,-0.930937354964966,5.267504173869705,5.210501152346245,9.625179518961422,2.7960268307151166,4.497857146864577,4.424288804459227,1.7451586950109226,0.7954183459016377,0.4141647180965302
down,-6.45,-9.83,7.81,-47.36,-80.18,-19.09,-6.85,17.49,5.55,-5.52,-6.15,-36.82,21.76,-1.38,20.95,9.77,231.49,40.63,-3.5,19.86,8.32,8.25,23.83,17.04,6.28,-6.08,15.078,-3.2559999999999993,11.416,1.9634999999999998,-4.644,18.388,6.916000000000001,-0.43000000000000005,0.48549999999999993,-0.3045,99.77377,10.93736,25.109736,150.91290399999997,4417.719484,116.08229275,0.9080940000000002,0.29019600000000007,0.3405840000000001,8.206510000000002,37.86142475,98.84947475,0.30106995175012163,0.24370407074449682,-0.36112390007822603,-2.559622074879538,2.357759150296313,1.9117232168134184,-0.6977629780608277,0.6999538578356623,-0.18194387150228236,1.0618756512181924,2.8507699238648185,-2.427343167431087,-1.899021432469952,-1.901060611104485,-1.6966662659649272,7.760143094330909,6.0889271565749485,8.54618859917216,-0.1788521637935614,1.4115955691636666,1.6791839803547477,3.2783596923873954,10.245994473570768,9.11493116327351
down,-6.53,-9.17,5.12,-29.2,-398.19,-26.03,-3.37,17.99,6.56,-2.78,-3.86,-0.44,23.49,-1.11,20.79,171.14,219.68,53.71,-1.24,18.87,7.53,1.27,1.42,2.83,6.1605,-5.403,14.4505,5.331,-0.8299999999999986,4.0305,-2.412,18.367,7.133,-1.0684999999999998,-0.25450000000000006,1.1285,131.86807475,8.693701,33.85063475,1547.258799,12548.555900000003,224.52513475,0.216296,0.04481100000000004,0.065361,0.6628527499999999,1.37022475,0.8226227500000001,0.09577104287388735,0.05647803388497004,-0.5646591748588593,3.9885557899600625,-1.9451043747996173,1.533919085051176,0.2253012388324863,0.4664341268965365,-0.8840506636117242,0.7881952035700414,-1.3073142225655163,0.3100821099478243,-2.05159447075928,-1.9874546686822299,-1.4332338344332607,17.106797623103283,7.9415904876634364,5.634128358643068,0.9340811066371373,0.5191404424129287,0.6699477732893611,2.618990304602816,3.0756085844461003,-0.7735698771238129
down,-3.93,-6.5,5.22,-43.75,-83.84,-2.1,-2.8,17.48,5.87,-14.8,-4.3,-8.15,19.32,-1.13,18.7,15.92,202.15,10.11,-0.73,19.41,8.66,4.74,12.26,15.72,14.224999999999998,-3.11,11.344499999999998,-3.7165,9.4455,4.595000000000001,-1.9254999999999995,18.4405,7.289499999999999,-1.6480000000000004,0.6025000000000003,0.12449999999999983,32.646275,1.86094,21.537574749999997,125.35663275000002,3796.6774947499994,9.525025,0.32265475,0.2775247500000003,0.48974474999999995,28.309516000000002,21.39534875,39.82000475,-1.97179838873161,-0.8243210107142036,0.24448606728522979,-2.012903007791308,1.2497125360285215,0.05632716670367004,0.5761104679791126,-0.15324785325380275,-0.04637228383937007,-1.3372049034977331,1.248786715492802,1.3078229440183506,4.114265215228047,0.24901966117564545,-1.506453650727266,8.144045808507187,3.55277551089849,0.41255781207717446,-0.6142752404682845,-0.4321828116844535,-0.5336939276185668,0.9825035525665751,0.6725635949034894,1.548214028075348
down,-5.28,-10.13,5.43,-33.79,-72.12,-4.69,-3.65,17.22,7.16,-12.5,-5.66,-11.62,19.74,-2.6,20.7,7.08,125.39,15.53,-1.2,18.56,9.4,6.15,8.84,19.24,10.001,-4.845000000000001,12.377999999999997,-3.9300000000000006,21.044499999999996,4.0745000000000005,-2.489,18.0815,8.164000000000001,-0.014999999999999883,-1.588,1.6429999999999996,97.93137899999998,6.208235000000001,35.585176000000004,128.05098,2240.59033475,21.631854750000006,0.273899,0.10947275000000012,0.41241400000000006,13.246084999999997,11.354816,36.447511,-0.6689432241879291,-0.8364828023584724,0.20652007259978025,-1.5435552671209447,0.6867322617104995,0.7877201318464032,0.30503254629349247,-0.9506400039496704,-0.09828053507593561,-1.720507751840437,1.5751782504309788,0.9512198705782802,-1.5264342123350794,-0.8946848167743249,-1.7660885158651496,1.4688032109404894,0.49171620380557535,1.1234136933625116,1.1473359917880481,0.610859792314697,-1.0720956109231392,6.435812354295388,3.3273793372018146,3.563018401743059
down,-6.01,-9.08,5.55,-8.74,-345.56,-14.21,-4.97,13.92,4.13,-38.53,-9.37,-24.41,21.03,1.41,23.5,68.55,35.3,10.21,-1.05,21.75,8.34,22.56,35.01,20.9,1.1925000000000003,-5.7075000000000005,17.104,6.051,-26.587999999999994,-0.04850000000000003,-2.7544999999999997,18.6585,6.114,-2.3020000000000005,4.002,-2.3765,112.71651875000002,10.76286875,29.606664000000002,261.59767899999986,6871.516425999997,30.97053275,1.6094147500000002,1.7861927499999997,1.2738240000000003,154.78331599999999,123.65224599999999,81.78155275,1.2565425996742325,0.9317872899793668,-1.3655986959813857,3.104250699149738,-3.279027771911272,-0.7049140123762753,-0.04066369834589359,-1.7210987758025758,-0.23686416699199242,-1.429114160014151,2.0456973904451754,-0.3862154733318452,-0.455485344972272,-0.5952837830388109,0.3651454588051988,11.215969153854964,11.293062468451012,1.891996606929216,-1.683416120446716,8.665869414268379,-0.49373009217922625,3.60562678298259,3.929667492270225,2.899382131259107
down,-6.03,-8.42,5.67,-34.72,-49.32,-3.91,-4.71,14.76,5.98,-15.72,-8.4,-17.87,20.26,-1.62,20.59,11.23,161.33,35.74,-1.65,19.33,8.99,6.25,9.91,12.65,2.7359999999999998,-5.986000000000001,16.4745,-5.0515,24.3185,3.6000000000000005,-2.584,18.21,6.7935,-0.5299999999999999,-0.6285000000000001,0.454,97.641424,6.083714,29.589564749999994,120.14698274999998,2425.72751275,95.4354,0.6545139999999999,0.8352,0.3530127499999999,18.782239999999998,20.63485275,28.105584,0.8057974331188686,0.8094924622378792,-1.2889422129336852,-1.2775337596274994,1.6213643576901173,2.74994788816727,-1.1171945508688403,-2.8906649650237277,2.6014251096278636,-1.9684186269095898,0.26886963690311666,-1.5746511400489465,-1.1895174984679926,-1.0484775957394872,-0.14512023450826428,1.464390352480173,2.4826467890196673,6.9150335694445655,0.5969783441493846,10.116436577772363,9.012862463642936,7.038305016024832,0.06480566139921207,7.655455289978937
down,-6.55,-8.57,7.1,-43.99,-59.33,-6.64,-7.01,14.4,2.36,-12.26,-25.05,-18.16,18.42,-1.49,21.38,10.5,235.89,24.37,0.01,20.62,9.14,5.13,0.44,35.25,2.932,-5.534999999999999,16.065000000000005,-2.2430000000000003,16.972499999999997,0.7449999999999999,-2.55,18.489,6.572,-0.32900000000000007,-6.6530000000000005,3.2290000000000014,113.64873599999999,7.444285000000001,26.852254999999996,192.672391,4479.591718749999,40.12872500000001,4.235949999999999,1.512419,1.6676259999999998,14.127058999999997,50.899181,161.32759900000002,0.564526997487765,0.5111013688627876,-0.7883863800555104,-2.2006165498433683,2.1673109495552163,2.5879759483762705,-0.3364666950695571,-1.8005513552835986,-1.2786204313276794,-1.4340361919227897,-1.5120769039899002,1.1840823693269413,-1.733829819373067,-1.6327857812907083,-1.2356821187690752,4.355541725873739,5.110400782134928,9.415900536184386,-1.0110808011458006,5.47632062045559,5.19933935264827,3.858826452981555,1.638539892390825,2.127565299785405
down,-4.15,-8.35,4.91,-43.46,-281.64,-11.62,-6.72,15.8,6.59,-18.6,-13.33,-9.42,19.36,2.36,24.98,89.26,174.85,19.43,-0.27,19.54,9.3,7.42,5.42,44.82,7.909000000000002,-4.786,13.669500000000003,0.9635000000000014,-2.144000000000001,3.4129999999999994,-2.7720000000000002,17.8645,7.997499999999998,-1.0055,-3.3,4.353,105.12584900000002,8.029293999999998,36.37398474999999,536.9763627499999,9698.464983999998,39.147150999999994,3.7027259999999997,0.65463475,0.34810875000000013,32.73417475000001,32.11465,164.652111,-0.18775390956098273,0.5621619162714818,0.19571725541913249,2.5872461773364486,-1.2751827374558482,0.21501874644011384,-0.02774047697664477,-0.7330475934466478,-0.09123863968318383,-1.888204265471967,-0.4710545569440549,2.0152989458294868,-2.0626059091490507,0.05300339868443826,-1.4121156069982228,11.118157018007143,3.0003687993513504,1.9335633856144039,-1.2190310712208063,1.51957343565783,0.800626143541395,4.202913174536625,-0.851477375356664,4.4144737266658876
down,-2.61,-8.78,4.01,-38.67,-212.5,-8.54,-4.25,13.49,7.13,-30.96,-8.11,-15.53,23.97,-1.1,21.19,3.86,176.12,27.64,-0.61,19.14,10.84,14.36,15.77,15.97,6.9445,-5.9425,15.370999999999999,-4.706499999999999,14.221999999999998,0.7695000000000004,-1.8600000000000005,17.483,8.618,0.6370000000000003,-0.784,0.5010000000000001,94.78115475,6.01526875,41.046709,100.63103275000002,5805.180436000001,48.47951475,0.7922100000000001,1.9882209999999998,1.1222759999999998,71.33637100000001,28.377784000000002,46.144919,0.5241263328411624,0.5575774407888658,-0.9780431262593051,-2.380960943881866,-0.46772522779622205,2.8299781578659067,-0.9018141594787131,-2.1488952221753785,0.8460090250042755,-2.4647629957536488,1.7308699026688716,-0.3352066100926437,-1.684278160783163,-1.3677245845006576,-0.8585450582957002,6.065356354748937,3.786419007495552,11.335437354730049,1.055643149914805,4.416978365573276,-0.06649462425162156,9.878899053652962,3.6343820829188678,1.6536688305276934
down,-7.01,-10.2,3.28,-58.4,-58.4,-4.39,-1.67,17.32,8.27,-0.93,-4.05,-0.44,19.58,-1.83,21.12,3.17,220.75,16.7,-0.53,18.31,9.23,1.32,0.39,2.2,4.1165,-6.747999999999999,13.3155,-6.0265,25.262,1.7640000000000005,-0.9244999999999999,17.868500000000004,8.735500000000002,0.0014999999999999903,-0.8570000000000002,0.8030000000000002,138.81289275,11.183686,41.15818475,209.27488274999996,3815.0983360000005,30.435303999999995,0.14791474999999998,0.05963274999999992,0.08026475000000001,0.36134275,1.1833509999999996,0.5952310000000001,0.34456564014602203,0.3414335843002338,-0.5999773219196107,-2.7278975429122867,1.9302024380096012,1.5541113697239222,-0.6403853632552641,-0.44715109150384713,0.04254384671138278,0.39822831739613596,-1.280841293805407,0.4305371475940097,-1.962874474272681,-1.8410026361659242,-1.4771043146783778,8.110563868073783,4.114281234383246,1.9899341931450731,-1.1657827484724095,0.19551234952809127,-1.2367310363253474,-0.27244836749338663,1.990032636283896,-0.9486579440965017
down,-5.85,-9.98,3.6,-47.27,-157.86,-3.42,-7.26,8.33,-0.21,-22.07,-6.1,-26.22,24.58,-2.27,21.93,4.49,211.87,27.2,-1.69,20.42,10.05,10.3,75.15,10.35,4.849500000000001,-7.1095000000000015,15.1565,-7.7645,17.175000000000004,2.7980000000000005,-2.6095,17.2115,8.504000000000001,-1.9,3.7050000000000005,-1.5155000000000003,140.52255474999998,7.352904749999999,40.13374275000001,226.11393475000006,5825.729705,64.66806599999998,1.4056047499999997,4.827442750000001,4.274604000000002,48.760090000000005,323.55144500000006,69.19821475,0.514793429363612,0.5400627682047652,-0.98027553280274,-1.5542382770724958,0.8539232889834182,2.478493140387838,-3.2385485614941416,-3.394693128583943,-3.995704819317825,-1.5605215982864582,3.5319804945045843,-1.6882353137466826,-1.7887747486445298,-1.6325192213049973,-0.8541283054002498,1.3120675661561378,2.4919530045854685,5.392192857922751,12.094445250322144,14.180099579069879,17.080088497066065,3.839968679038239,13.03239607953919,2.9804715591657365
