ACC-X,ACC-Y,ACC-Z,GYRO-X,GYRO-Y,GYRO-Z,TEST
-0.094,-0.674,0.603,-5.859,-24.625,10.562,45
-0.072,-0.632,0.537,-18.29,-29.157,-5.189,45
-0.051,-0.653,0.787,-22.236,-49.694,-2.045,45
-0.028,-0.622,1.06,-24.576,-44.191,4.483,45
0.021,-0.666,1.258,-15.567,-33.545,17.954,45
0.116,-0.532,1.305,-7.675,-5.06,31.182,45
0.166,-0.391,1.192,-6.871,20.333,30.043,45
0.136,-0.434,0.896,0.776,35.439,28.592,45
0.116,-0.459,0.685,3.675,10.802,20.475,45
0.139,-0.426,0.752,4.513,-12.001,25.034,45
0.134,-0.436,0.912,3.186,-11.174,17.159,45
0.123,-0.471,0.961,0.776,-2.866,23.584,45
0.134,-0.45,0.932,1.754,2.961,24.447,45
0.156,-0.318,0.951,4.443,8.752,18.886,45
0.093,-0.471,0.765,9.611,8.14,12.842,45
0.062,-0.428,0.744,13.347,-11.785,15.19,45
0.077,-0.545,0.928,6.538,-22.036,17.055,45
0.113,-0.412,0.987,1.789,-7.469,22.444,45
0.105,-0.544,0.89,1.649,-0.672,22.478,45
0.086,-0.459,0.893,4.163,0.587,27.556,45
0.065,-0.417,0.775,7.062,-10.275,26.796,45
0.064,-0.382,0.829,9.681,-19.59,19.404,45
0.052,-0.597,0.846,9.401,-27.61,14.43,45
0.034,-0.635,0.805,11.776,-22.575,30.872,45
0.016,-0.631,0.802,10.274,-25.632,53.875,45
0.048,-0.4,0.9,3.919,-29.732,57.433,45
0.07,-0.547,0.86,-4.287,-27.574,50.111,45
0.092,-0.587,0.809,-4.776,-37.573,63.132,45
0.081,-0.633,0.805,-4.881,-53.326,76.672,45
0.041,-0.538,0.926,-1.738,-60.735,93.459,45
0.071,-0.068,1.143,4.024,-52.283,89.107,45
0.072,-0.44,1.082,-8.094,-21.676,51.458,45
0.021,-0.68,0.894,-6.836,-10.814,60.68,45
-0.025,-0.79,0.798,-8.268,-25.201,89.97,45
-0.047,-0.677,0.745,-17.417,-22.072,112.456,45
-0.023,-0.257,0.849,-13.192,-40.235,114.39,45
0.044,-0.232,0.864,-8.408,-44.011,89.245,45
0.032,-0.537,0.817,-4.916,-46.601,81.646,45
0.027,-0.613,0.873,-1.005,-60.915,101.196,45
0,-0.531,0.901,-10.957,-53.075,115.495,45
0.013,-0.18,0.975,-12.668,-40.954,107.068,45
0.008,-0.361,0.943,-13.751,-35.163,93.01,45
0.015,-0.429,0.934,-17.347,-32.718,101.127,45
0.002,-0.564,0.892,-13.227,-30.811,114.148,45
-0.003,-0.45,0.915,-11.202,-36.206,129.484,45
-0.009,-0.342,0.863,-17.522,-38.76,137.705,45
0.028,-0.086,0.96,-17.662,-47.536,129.104,45
0.077,-0.04,1.054,-7.57,-43.292,109.174,45
0.093,-0.257,1.068,-0.586,-37.034,92.699,45
0.095,-0.368,1.027,-2.995,-24.769,97.776,45
0.106,-0.358,0.947,-11.655,-11.066,99.987,45
0.1,-0.263,0.896,-17.801,-9.052,100.194,45
0.094,-0.17,0.882,-12.598,-13.044,84.375,45
0.104,-0.255,0.915,-4.043,-21.065,76.361,45
0.089,-0.36,0.844,2.033,-24.841,79.573,45
0.073,-0.393,0.893,-1.459,-28.797,91.214,45
0.073,-0.303,0.885,-9.63,-24.302,88.312,45
0.082,-0.067,0.938,-9.316,-20.849,81.749,45
0.092,-0.11,0.961,-3.903,-18.547,62.58,45
0.099,-0.244,0.979,0.113,-21.784,56.95,45
0.09,-0.313,0.952,4.827,-24.877,61.06,45
0.086,-0.294,0.909,3.221,-20.813,66.794,45
0.089,-0.175,0.939,-2.402,-24.266,71.318,45
0.12,-0.075,0.973,-9.141,-17.144,54.014,45
0.146,-0.175,0.955,-14.728,-8.081,40.612,45
0.14,-0.251,0.926,-14.624,-7.613,39.507,45
0.111,-0.303,0.942,-8.024,-14.519,45.309,45
0.107,-0.246,0.969,-3.868,-18.475,53.254,45
0.103,-0.213,0.971,-6.313,-15.094,52.114,45
0.103,-0.149,0.969,-7.919,-13.727,44.964,45
0.087,-0.258,0.954,-6.802,-11.857,39.403,45
0.092,-0.304,0.968,-8.059,-12.325,49.351,45
0.115,-0.222,0.945,-2.995,-11.354,51.354,45
0.123,-0.202,0.892,-7.221,-10.49,53.012,45
0.119,-0.231,0.816,-8.932,-11.462,52.874,45
0.097,-0.238,0.822,-10.782,-23.007,58.538,45
0.086,-0.194,0.966,-4.532,-28.689,61.82,45
0.065,-0.178,1.005,-5.684,-27.826,65.17,45
0.098,0.068,1.084,-9.525,-23.69,52.528,45
0.121,0.047,1.145,-12.878,-12.181,25,45
0.11,-0.1,1.053,-17.767,-1.894,9.837,45
0.106,-0.202,1.028,-21.363,0.084,11.667,45
0.101,-0.166,1.027,-20.56,0.803,21.2,45
0.101,-0.119,1.005,-15.182,3.177,18.403,45
0.108,-0.12,0.999,-13.89,4.543,15.743,45
0.107,-0.182,0.977,-16.37,10.91,12.427,45
0.129,-0.245,0.975,-18.255,13.032,17.677,45
0.127,-0.2,0.885,-19.408,14.218,26.45,45
0.087,-0.142,0.814,-15.741,-0.456,34.844,45
0.1,0.007,0.982,-4.811,-13.799,29.145,45
0.108,0.006,1.102,2.348,-12.361,14.983,45
0.12,-0.021,1.098,-4.113,-0.132,2.341,45
0.113,-0.132,1.016,-20.176,3.069,-2.114,45
0.116,-0.114,1.013,-15.043,5.335,-0.077,45
0.126,-0.051,0.999,-6.557,4.508,1.271,45
0.116,-0.086,0.945,5.735,1.99,-2.874,45
0.111,-0.118,0.961,8.563,1.127,-2.253,45
0.119,-0.159,0.927,5.246,0.479,1.029,45
0.123,-0.113,0.927,4.897,-1.355,1.409,45
0.127,-0.121,0.957,5.421,-3.117,3.723,45
0.125,-0.071,0.97,7.725,-2.434,0.649,45
0.111,-0.126,0.997,13.941,-3.405,-8.47,45
0.102,-0.175,0.995,14.011,-2.65,-5.914,45
0.101,-0.177,1.026,5.351,-1.715,0.822,45
0.11,-0.132,1.028,0.392,1.342,0.372,45
0.107,-0.142,1.002,1.544,3.5,-1.424,45
0.1,-0.161,0.998,-0.306,3.824,-2.667,45
0.092,-0.181,1.015,-7.395,6.126,0.925,45
0.102,-0.145,1,-15.427,8.176,3.93,45
0.11,-0.114,1.006,-20.106,8.068,5.001,45
0.121,-0.103,0.982,-20.525,11.269,5.174,45
0.122,-0.099,1.006,-15.532,14.902,2.203,45
0.133,-0.087,0.955,-4.113,13.931,-0.906,45
0.132,-0.105,0.927,4.722,8.644,-1.355,45
0.133,-0.081,0.931,8.773,2.529,-3.289,45
0.133,-0.121,0.969,4.827,0.12,-5.361,45
0.132,-0.124,1.008,3.849,0.767,-4.739,45
0.126,-0.164,0.993,3.954,3.069,-2.218,45
0.122,-0.153,0.969,3.395,1.846,-1.424,45
0.125,-0.169,0.978,4.617,1.846,1.409,45
0.13,-0.13,0.954,4.722,2.17,1.271,45
0.137,-0.119,0.963,2.976,3.033,-1.009,45
0.138,-0.168,0.96,0.113,-0.24,-0.318,45
0.137,-0.154,0.956,0.671,1.594,4.068,45
0.133,-0.118,0.958,2.208,-1.787,5.623,45
0.132,-0.093,0.989,4.163,-0.923,1.443,45
0.136,-0.074,1,2.243,2.673,-4.083,45
0.129,-0.165,0.962,-0.411,4.436,-2.874,45
0.141,-0.155,0.961,1.09,2.925,1.236,45
0.139,-0.127,0.947,3.465,-0.456,3.343,45
0.145,-0.082,0.988,4.373,-1.247,1.409,45
0.13,-0.103,0.94,4.548,0.12,-1.251,45
0.128,-0.129,0.99,1.405,-1.93,-1.078,45
0.113,-0.167,0.98,1.265,-1.751,-1.355,45
0.134,-0.204,1.007,2.836,0.371,1.789,45
0.145,-0.141,0.968,3.884,2.026,3.896,45
0.142,-0.114,0.969,3.814,0.911,0.649,45
0.124,-0.115,0.953,2.173,0.875,-1.078,45
0.132,-0.113,0.991,0.602,-0.276,-0.871,45
0.127,-0.126,0.996,2.243,1.091,0.718,45
0.117,-0.163,1.005,1.754,-0.6,0.925,45
0.122,-0.14,1.041,-3.554,3.536,2.928,45
0.123,-0.158,1.016,-5.998,4.148,2.79,45
0.151,-0.136,0.991,-7.011,6.522,4.103,45
0.166,-0.083,0.932,-3.554,7.133,4.414,45
0.167,-0.082,0.876,2.836,5.587,-0.94,45
0.149,-0.071,0.852,6.084,-0.204,-2.598,45
0.144,-0.127,0.939,3.325,-4.448,-4.498,45
0.14,-0.152,0.962,-0.097,-4.844,-1.389,45
0.132,-0.122,0.981,0.497,-5.599,-0.042,45
0.131,-0.127,1.01,3.919,-3.837,-2.46,45
0.127,-0.164,1.008,5.211,-2.83,-1.044,45
0.126,-0.136,1.006,8.354,-0.636,-1.562,45
0.128,-0.176,1.027,7.97,-1.463,-0.456,45
0.138,-0.152,1.025,3.989,1.846,1.374,45
0.13,-0.124,0.973,-0.551,3.752,0.96,45
0.134,-0.132,0.968,-0.97,2.781,1.409,45
0.132,-0.15,0.966,-0.237,1.307,-1.044,45
0.132,-0.137,0.944,1.929,0.084,-0.526,45
0.134,-0.137,0.964,3.779,-1.607,1.892,45
0.135,-0.148,0.967,6.433,-2.182,0.891,45
0.133,-0.176,0.975,7.97,-1.391,-0.491,45
0.135,-0.149,0.975,1.405,-0.636,2.203,45
0.143,-0.095,0.97,-1.738,1.199,0.994,45
0.132,-0.143,0.964,-0.516,0.587,-1.458,45
0.127,-0.159,0.971,3.011,-0.24,-2.114,45
0.129,-0.16,0.985,2.941,-0.42,-1.216,45
0.129,-0.177,0.983,1.963,-1.859,2.169,45
0.135,-0.154,0.978,1.09,-0.06,2.376,45
0.144,-0.15,0.967,0.008,0.767,2.652,45
0.143,-0.128,0.968,-0.167,1.127,0.96,45
0.135,-0.131,0.93,-0.271,1.45,-1.734,45
0.135,-0.138,0.973,0.427,-0.348,-0.595,45
0.125,-0.146,0.964,-0.132,-1.319,-0.318,45
0.126,-0.158,0.979,1.475,-1.751,-0.353,45
0.125,-0.177,0.977,1.544,-1.571,2.998,45
0.133,-0.162,0.98,1.998,-0.564,1.478,45
0.132,-0.135,0.982,1.475,-0.348,-1.389,45
0.129,-0.153,0.99,-0.656,-0.312,-0.595,45
0.122,-0.182,0.99,0.951,-0.959,-1.562,45
0.125,-0.198,0.989,1.719,-0.564,4.552,45
0.139,-0.101,0.976,0.008,1.199,4.897,45
0.134,-0.109,0.985,-2.786,2.026,1.201,45
0.133,-0.105,0.967,-5.719,3.213,-0.664,45
0.136,-0.123,0.967,-5.859,1.091,-1.044,45
0.286,0.256,1.164,27.909,-7.649,11.494,46
0.321,0.31,1.252,39.712,1.486,-0.353,46
0.278,0.378,1.172,49.036,29.468,-19.35,46
0.162,0.521,0.922,67.858,47.991,-49.089,46
0.056,0.444,0.833,80.743,54.465,-98.931,46
0.082,1.335,1.184,95.759,64.427,-154.714,46
-0.404,3.537,1.799,124.673,164.126,-429.205,46
-1.583,1.762,1.147,93.839,239.511,-706.461,46
-2.083,0.703,1.342,67.194,282.024,-778.788,46
-2.214,-0.377,1.062,40.341,325.291,-723.04,46
-2.283,-0.183,1.012,-8.303,349.029,-743.833,46
-1.849,-3.31,0.678,-121.864,349.209,-602.77,46
-1.298,-3.627,0.128,-55.69,288.821,-279.093,46
-0.741,-0.732,0.368,-27.439,154.991,-88.811,46
-0.529,-0.875,0.256,-60.474,112.227,-123.8,46
-0.373,-0.883,0.16,-19.268,-11.39,-57.206,46
-0.159,-0.771,0.933,-9.595,-94.508,-59.728,46
0.006,-0.701,1.424,-2.751,-76.453,-24.462,46
0.09,-0.959,1.447,-18.046,3.393,-28.987,46
0.112,-0.733,1.143,-18.43,41.553,9.457,46
0.095,-0.546,0.631,-20.665,48.494,6.97,46
0.035,-0.674,0.486,-10.608,-4.376,16.745,46
0.066,-0.601,0.791,5.246,-57.426,18.092,46
0.091,-0.531,1.083,7.062,-66.886,22.375,46
0.124,-0.624,1.325,-0.83,-40.918,32.288,46
0.194,-0.317,1.209,-2.227,4.687,44.895,46
0.239,-0.351,1,-8.163,41.157,31.321,46
0.205,-0.325,0.621,-5.475,41.301,25.345,46
0.132,-0.354,0.5,-1.983,5.874,20.268,46
0.124,-0.377,0.683,3.29,-28.581,16.641,46
0.132,-0.356,0.856,7.097,-38.796,11.184,46
0.148,-0.407,1.012,7.76,-34.876,13.394,46
0.142,-0.408,1.053,0.951,-13.727,8.42,46
0.085,-0.464,0.84,3.64,10.298,13.843,46
0.061,-0.321,0.804,6.363,-5.455,20.095,46
0.053,-0.399,0.862,5.036,-9.915,6.037,46
0.009,-0.581,0.894,8.808,-21.172,11.771,46
-0.024,-0.788,0.907,7.795,-30.236,26.243,46
-0.029,-0.887,0.826,9.541,-33.761,59.436,46
0.003,-0.574,0.752,9.332,-39.623,86.481,46
0.068,-0.197,0.868,7.76,-49.658,70.627,46
0.094,-0.527,0.938,5.001,-52.175,61.992,46
0.066,-0.877,0.92,7.551,-51.816,82.578,46
0.009,-1.012,0.996,6.503,-54.477,123.889,46
-0.044,-0.604,1.005,-4.322,-41.781,167.548,46
-0.016,-0.076,1.028,-20.735,-17.396,149.103,46
0.037,-0.428,0.856,-27.789,-19.194,124.027,46
0.02,-0.662,0.807,-15.497,-32.861,134.527,46
-0.039,-0.59,0.78,-0.586,-55.161,160.398,46
-0.068,-0.369,0.832,4.652,-66.13,166.753,46
-0.045,-0.018,0.952,2.208,-68.648,158.049,46
0.045,-0.142,1,-7.325,-56.635,125.098,46
0.061,-0.361,0.972,-7.675,-50.017,120.987,46
0.018,-0.447,0.941,-9.63,-48.938,134.493,46
-0.009,-0.456,0.938,-13.157,-37.969,148.999,46
-0.018,-0.125,0.814,-9.84,-33.149,130.417,46
0.033,-0.125,0.894,-10.817,-44.371,120.089,46
0.025,-0.275,0.83,-8.792,-46.529,108.069,46
0.021,-0.333,0.869,-4.392,-62.318,112.663,46
0.019,-0.303,0.96,-3.833,-56.455,111.938,46
0.027,-0.319,0.859,-18.884,-47.536,114.148,46
0.022,-0.321,0.834,-24.087,-45.27,110.591,46
0.028,-0.304,0.942,-22.132,-54.621,116.083,46
0.018,-0.302,0.888,-21.433,-49.658,113.906,46
0.024,-0.099,0.962,-15.916,-44.119,119.088,46
0.043,0.014,1.019,-11.621,-42.824,95.566,46
0.019,-0.147,1.038,-20.211,-41.314,81.922,46
0.021,-0.317,1.025,-26.322,-31.387,86.585,46
0.018,-0.089,0.994,-21.992,-21.424,104.27,46
0.062,0.087,0.986,-13.821,-22.395,78.226,46
0.057,-0.114,1.013,-20.56,-20.777,66.897,46
0.036,-0.264,0.994,-30.966,-15.634,67.104,46
0.053,-0.343,0.977,-39.347,-8.764,78.779,46
0.029,-0.223,0.911,-33.166,-5.959,96.947,46
0.055,-0.069,0.824,-20.281,-14.159,90.005,46
0.096,0.1,0.905,-10.643,-27.359,84.271,46
0.114,0.094,1.047,-4.776,-22.647,60.645,46
0.124,0.063,1.116,-4.078,-9.843,48.384,46
0.084,0.025,1.019,1.021,8.212,32.184,46
0.04,-0.045,0.865,10.868,5.155,28.316,46
0.214,0.025,0.702,14.605,-10.85,18.575,46
0.065,-0.312,1.112,-8.722,-29.445,18.541,46
0.048,-0.023,1.265,-4.322,-24.589,24.965,46
0.038,0.059,1.102,5.874,-10.454,2.894,46
0.071,0.037,1.16,10.309,-5.275,-7.365,46
0.047,-0.21,1.067,1.579,12.24,-14.963,46
0.037,-0.293,0.947,-4.636,12.312,-3.461,46
0.02,-0.237,0.917,-1.075,7.924,5.761,46
0.037,-0.148,0.92,3.954,3.213,14.983,46
0.064,-0.041,0.934,5.141,4.579,9.422,46
0.072,-0.095,0.962,6.294,2.35,3.688,46
0.099,-0.117,1.001,1.16,1.342,-1.493,46
0.091,-0.148,0.96,-0.9,1.63,-1.907,46
0.078,-0.14,0.947,4.617,0.012,-4.36,46
0.049,-0.179,0.988,8.913,-1.211,-6.466,46
0.038,-0.23,1.051,8.494,-0.168,-7.606,46
0.037,-0.276,1.022,-1.668,2.637,-3.22,46
0.056,-0.242,1.003,-4.986,7.888,0.96,46
0.065,-0.208,0.969,-2.925,8.428,4.068,46
0.079,-0.136,0.945,2.487,6.234,2.963,46
0.072,-0.15,0.92,9.436,4.292,0.58,46
0.068,-0.199,0.946,15.233,2.745,1.927,46
0.078,-0.148,0.991,21.204,0.335,2.894,46
0.091,-0.1,0.992,29.655,2.062,1.72,46
0.089,-0.153,1.016,38.036,9.866,-6.916,46
0.086,-0.148,0.914,37.128,18.211,-12.649,46
0.078,-0.226,1.046,14.884,18.966,-15.274,46
0.072,-0.183,1.04,-4.427,25.404,-5.189,46
0.081,-0.186,0.973,-12.773,24.469,-6.812,46
0.069,-0.265,0.95,-8.094,10.514,-6.19,46
0.094,-0.228,0.991,2.592,3.285,-2.322,46
0.09,-0.248,0.951,4.478,5.551,2.134,46
0.086,-0.245,0.93,2.557,3.357,0.58,46
0.097,-0.199,0.944,1.754,2.853,0.994,46
0.088,-0.244,0.934,3.151,1.055,-1.665,46
0.084,-0.265,0.941,4.408,-3.441,-0.353,46
0.093,-0.253,0.981,1.16,-3.513,6.659,46
0.109,-0.199,0.982,0.986,-1.894,4.379,46
0.111,-0.219,0.971,1.16,2.242,4.586,46
0.097,-0.22,0.961,2.068,2.529,5.105,46
0.098,-0.229,0.963,1.684,0.371,5.692,46
0.1,-0.195,0.954,-0.202,1.882,1.201,46
0.11,-0.196,0.961,-0.551,1.199,1.167,46
0.105,-0.243,0.936,0.532,-0.851,0.269,46
0.107,-0.208,0.938,1.824,-1.715,0.234,46
0.101,-0.234,0.957,2.697,-3.117,0.303,46
0.097,-0.235,0.979,-0.481,-2.218,3.688,46
0.096,-0.196,0.991,-1.179,-1.966,3.516,46
0.095,-0.235,1.013,-2.192,-0.887,4.379,46
0.109,-0.17,1.001,0.287,1.558,4.068,46
0.105,-0.22,0.931,-1.633,1.954,5.726,46
0.11,-0.171,0.94,-1.144,0.048,4.759,46
0.102,-0.151,0.957,1.09,-1.751,-1.113,46
0.096,-0.211,0.987,3.325,-0.744,-3.185,46
0.086,-0.271,0.983,2.522,-9.699,-3.496,46
0.096,-0.261,0.992,-0.097,0.228,2.514,46
0.093,-0.261,0.956,0.671,0.803,4.621,46
0.108,-0.208,0.958,1.16,1.055,5.899,46
0.112,-0.161,0.978,1.16,0.803,3.412,46
0.099,-0.186,0.978,-1.179,1.63,1.063,46
0.097,-0.23,0.978,-5.998,3.752,3.274,46
0.091,-0.243,0.927,-5.998,0.228,7.142,46
0.103,-0.233,0.958,-4.008,-2.146,10.976,46
0.105,-0.2,0.986,-3.763,2.529,5.346,46
0.11,-0.172,1.001,-1.04,2.242,0.58,46
0.104,-0.202,0.968,0.148,1.522,-0.802,46
0.106,-0.196,0.953,0.497,2.709,-0.56,46
0.108,-0.217,0.946,1.265,4.004,3.274,46
0.11,-0.195,0.937,2.278,2.889,4.932,46
0.114,-0.183,0.941,2.103,1.738,1.098,46
0.105,-0.18,0.953,0.322,1.307,-1.458,46
0.099,-0.206,1.005,0.252,-0.851,-0.284,46
0.093,-0.197,0.985,0.497,2.529,0.614,46
0.091,-0.241,0.986,0.811,5.694,-1.562,46
0.097,-0.244,0.987,-0.551,3.608,0.165,46
0.117,-0.222,0.984,0.497,1.846,4.379,46
0.119,-0.196,0.907,-1.249,3.5,5.554,46
0.125,-0.173,0.925,-3.589,1.63,1.927,46
0.13,-0.125,0.937,-1.948,-1.535,2.687,46
0.119,-0.158,0.969,-0.271,-2.542,0.062,46
0.114,-0.164,0.993,2.592,0.443,-2.978,46
0.101,-0.282,1.009,1.509,-0.132,-1.389,46
0.098,-0.252,0.988,-0.202,-0.096,3.723,46
0.106,-0.224,0.962,0.567,-0.923,6.037,46
0.11,-0.188,0.952,-1.249,-0.78,6.279,46
0.115,-0.201,0.97,-2.541,-1.067,5.83,46
0.114,-0.2,0.963,-10.503,-0.564,7.937,46
0.106,-0.205,0.982,-7.5,2.062,4.966,46
0.096,-0.232,0.976,-4.357,0.515,4.69,46
0.105,-0.159,0.992,1.684,-1.787,3.93,46
0.11,-0.191,0.979,3.151,3.105,2.687,46
0.12,-0.148,0.952,2.487,3.033,1.581,46
0.128,-0.126,0.938,1.544,2.709,-1.389,46
0.108,-0.22,0.907,0.916,-0.276,-2.253,46
0.126,-0.172,0.971,2.208,-0.24,-1.493,46
0.115,-0.2,0.957,2.976,-0.887,-0.422,46
0.111,-0.166,0.98,1.195,0.911,-0.526,46
0.108,-0.191,0.97,-0.341,2.242,-0.802,46
0.106,-0.237,0.965,-0.83,1.846,1.236,46
0.112,-0.235,0.958,1.405,1.127,1.34,46
0.122,-0.193,0.966,2.103,2.062,0.752,46
0.113,-0.187,0.947,-0.097,1.091,1.996,46
0.112,-0.186,0.969,-1.389,-1.067,1.409,46
0.116,-0.206,0.967,1.475,0.012,-1.009,46
0.121,-0.19,0.988,1.894,0.228,0.822,46
0.111,-0.161,0.971,0.706,0.875,-0.111,46
0.102,-0.208,0.984,-1.389,1.199,-0.975,46
0.106,-0.223,0.971,-1.179,-0.024,-0.146,46
0.119,-0.168,0.963,1.3,1.81,1.754,46
0.119,-0.173,0.962,2.278,0.084,2.134,46
0.123,-0.164,0.961,1.3,0.048,1.581,46
0.116,-0.184,0.942,1.16,-0.348,-1.216,46
0.113,-0.213,0.973,-0.725,-2.398,-0.595,46
0.114,-0.202,0.963,-1.843,-0.887,2.445,46
0.118,-0.191,0.969,0.113,0.587,2.03,46
0.11,-0.167,0.968,1.509,-0.024,1.65,46
0.11,-0.247,0.991,1.055,2.961,-2.529,46
0.105,-0.212,0.955,0.741,0.695,-0.111,46
0.11,-0.197,0.971,2.313,-1.139,1.029,46
0.116,-0.202,0.983,1.335,-1.535,2.998,46
0.174,0.359,1.114,-4.217,18.786,10.32,47
0.287,0.975,1.177,20.436,33.784,-22.942,47
0.306,1.357,1.149,41.109,63.96,-116.305,47
0.254,2.354,1.54,61.014,91.654,-245.831,47
-0.562,1.994,1.262,58.115,189.59,-507.923,47
-1.26,0.979,0.742,46.696,198.222,-637.104,47
-1.457,0.89,0.915,71.071,178.333,-650.194,47
-1.914,1.265,1.124,94.048,202.61,-759.342,47
-2.104,-1.884,0.802,-4.322,233.721,-734.369,47
-1.447,-1.967,0.972,-20.455,247.64,-561.564,47
-1.117,-2.917,0.284,-26.916,226.42,-369.485,47
-0.662,-1.509,0.074,-20.246,122.405,-191.395,47
-0.514,-0.901,0.305,-15.322,18.283,-126.839,47
-0.38,-1.009,0.664,-14.449,-34.912,-116.236,47
-0.195,-1.022,1.014,-4.357,-53.614,-70.919,47
0.003,-0.625,1.268,-13.367,-31.495,-35.653,47
0.022,-0.861,1.095,-22.935,-0.06,-13.236,47
0.037,-0.541,0.907,-20.595,-5.239,-3.012,47
0.018,-0.455,0.834,-8.198,-12.361,-8.884,47
-0.027,-0.712,0.953,-0.516,-32.142,-4.36,47
0.047,-0.598,1.173,4.513,-38.832,16.33,47
0.144,-0.607,1.25,-5.579,-8.117,19.611,47
0.198,-0.367,1.035,-3.275,23.678,28.834,47
0.197,-0.285,0.803,-0.237,34.935,22.409,47
0.155,-0.392,0.73,0.217,12.456,5.035,47
0.122,-0.443,0.838,1.509,-7.289,7.453,47
0.094,-0.442,0.927,-0.621,2.098,7.557,47
0.076,-0.531,0.93,-2.087,6.917,14.12,47
0.1,-0.438,0.913,-3.449,16.017,21.822,47
0.114,-0.325,0.814,-2.227,11.305,27.107,47
0.128,-0.29,0.791,3.43,1.882,13.498,47
0.08,-0.521,0.777,5.979,-6.966,13.014,47
0.084,-0.53,0.874,7.481,-18.835,23.273,47
0.108,-0.393,0.885,8.179,-16.065,17.954,47
0.092,-0.462,0.835,2.522,-7.721,30.008,47
0.049,-0.513,0.725,2.627,-20.849,29.317,47
0.009,-0.632,0.698,9.262,-44.011,39.023,47
-0.062,-0.915,0.697,10.484,-62.606,61.785,47
-0.031,-0.41,0.901,13.697,-75.518,94.288,47
0.001,-0.316,1.022,4.268,-74.618,78.226,47
0.016,-0.516,0.986,5.141,-69.295,76.085,47
-0.004,-0.769,0.963,4.128,-57.067,88.139,47
-0.047,-0.769,0.869,5.665,-60.052,124.614,47
-0.072,-0.434,0.884,8.005,-59.225,144.026,47
-0.023,-0.31,0.95,1.963,-59.117,133.525,47
-0.001,-0.3,0.956,-7.989,-53.111,121.16,47
-0.022,-0.593,0.935,-12.249,-55.484,120.227,47
-0.067,-0.651,0.922,-7.884,-52.283,137.29,47
-0.104,-0.546,0.932,-8.687,-52.463,155.631,47
-0.125,-0.354,0.874,-13.157,-50.737,164.335,47
-0.114,-0.175,0.875,-11.935,-51.492,153.904,47
-0.068,-0.257,0.972,-13.436,-52.067,138.05,47
-0.007,-0.278,1.011,-18.535,-44.119,129.691,47
0.015,-0.337,0.969,-19.722,-36.17,125.028,47
0.01,-0.347,0.985,-23.039,-29.409,132.04,47
0.038,-0.211,0.995,-19.338,-25.237,122.265,47
0.04,-0.228,0.9,-14.484,-27.179,116.29,47
0.048,-0.33,0.908,-13.367,-28.653,102.094,47
0.08,-0.4,0.949,-17.347,-32.646,111.558,47
0.09,-0.357,0.915,-20.874,-29.553,119.433,47
0.072,-0.075,0.911,-15.427,-31.171,120.055,47
0.088,-0.02,0.945,-4.741,-39.443,87.103,47
0.112,-0.259,1.057,-6.802,-45.665,84.236,47
0.113,-0.268,0.993,-2.751,-35.019,87.38,47
0.095,-0.361,0.941,-7.36,-32.897,91.144,47
0.081,-0.309,0.882,-12.598,-22.251,97.293,47
0.074,-0.165,0.832,-12.738,-26.064,96.325,47
0.095,-0.106,0.987,-9.944,-28.797,75.049,47
0.102,-0.21,0.969,-11.551,-26.316,65.274,47
0.125,-0.271,1.022,-18.151,-13.152,60.818,47
0.092,-0.308,0.938,-27.754,-4.7,62.407,47
0.076,-0.265,0.903,-31.665,-3.081,65.654,47
0.067,-0.169,0.933,-27.649,-9.735,65.723,47
0.081,-0.076,0.934,-15.078,-14.051,55.222,47
0.073,-0.167,0.961,-13.087,-24.158,50.974,47
0.079,-0.172,0.988,-18.919,-26.855,50.56,47
0.098,-0.213,0.976,-25.135,-15.777,43.582,47
0.087,-0.204,0.884,-37.042,-9.16,49.834,47
0.048,-0.166,0.891,-30.931,-12.001,56.95,47
0.047,-0.103,0.97,-17.767,-16.964,58.124,47
0.06,-0.085,1.009,-13.506,-20.237,59.851,47
0.079,0.019,1.033,-19.792,-13.691,50.836,47
0.073,0.022,0.978,-21.678,-7.613,32.426,47
0.086,0.079,1.092,-19.163,-7.649,20.268,47
0.095,0.076,1.043,-13.751,-0.887,9.802,47
0.105,0.043,1.001,-5.859,5.443,0.476,47
0.08,-0.058,0.945,-0.586,3.141,-6.536,47
0.064,-0.166,0.983,-2.087,-0.312,-4.498,47
0.048,-0.184,1.019,-1.773,0.947,-1.665,47
0.062,-0.177,1.016,1.649,2.17,4.621,47
0.067,-0.147,0.971,9.786,3.968,3.619,47
0.073,-0.172,0.962,11.078,1.846,-0.077,47
0.067,-0.154,0.947,4.897,2.961,-1.251,47
0.067,-0.149,0.991,1.719,1.666,0.718,47
0.063,-0.203,0.993,2.976,3.608,-0.526,47
0.069,-0.181,0.979,2.348,2.889,7.211,47
0.076,-0.113,0.981,7.062,0.803,11.184,47
0.079,-0.07,1.013,11.182,2.601,8.593,47
0.073,-0.122,0.963,11.182,2.242,4.241,47
0.089,-0.098,0.972,10.833,2.17,6.21,47
0.094,-0.091,1.002,14.151,1.558,0.269,47
0.087,-0.165,1.019,11.776,5.047,-1.147,47
0.083,-0.162,0.952,10.763,7.349,-1.078,47
0.085,-0.184,0.968,11.986,2.673,1.892,47
0.078,-0.193,0.939,9.157,3.429,4.414,47
0.089,-0.129,0.939,4.652,3.069,6.003,47
