GESTURE,ACC-X-MIN-ring1,ACC-Y-MIN-ring1,ACC-Z-MIN-ring1,GYRO-X-MIN-ring1,GYRO-Y-MIN-ring1,GYRO-Z-MIN-ring1,ACC-X-MAX-ring1,ACC-Y-MAX-ring1,ACC-Z-MAX-ring1,GYRO-X-MAX-ring1,GYRO-Y-MAX-ring1,GYRO-Z-MAX-ring1,ACC-X-MEAN-ring1,ACC-Y-MEAN-ring1,ACC-Z-MEAN-ring1,GYRO-X-MEAN-ring1,GYRO-Y-MEAN-ring1,GYRO-Z-MEAN-ring1,ACC-X-VAR-ring1,ACC-Y-VAR-ring1,ACC-Z-VAR-ring1,GYRO-X-VAR-ring1,GYRO-Y-VAR-ring1,GYRO-Z-VAR-ring1,ACC-X-SKEW-ring1,ACC-Y-SKEW-ring1,ACC-Z-SKEW-ring1,GYRO-X-SKEW-ring1,GYRO-Y-SKEW-ring1,GYRO-Z-SKEW-ring1,ACC-X-KURT-ring1,ACC-Y-KURT-ring1,ACC-Z-KURT-ring1,GYRO-X-KURT-ring1,GYRO-Y-KURT-ring1,GYRO-Z-KURT-ring1
up,-0.968,-1.256,-2.501,-77.934,-142.631,-81.868,1.105,1.678,4.818,154.984,857.449,175.146,0.403315,-0.045625,0.7111449999999999,0.080685,0.6109499999999997,0.15402000000000007,0.171397005775,0.045201254375000006,0.47562338397499987,370.63830290577505,15944.468348607497,592.1459235796001,-0.0016435321034428843,2.0051282863683384,0.8971284826993544,4.141232114128899,4.774469848595504,2.9358485198707895,-0.002965613452865945,28.48743543963834,12.063670428216952,33.748042732760055,26.965135465406718,19.623816718671144
up,-1.892,-1.664,-5.486,-95.22,-216.901,-179.064,1.087,1.043,3.625,75.645,846.191,109.416,0.383385,-0.009465,0.7037950000000001,-0.3490000000000005,1.2675050000000005,1.0988200000000001,0.17552677677499998,0.054225738775,0.557339872975,340.37026777000005,19553.840059319973,649.4869955075999,-0.8257269496081323,-1.8039389624416795,-2.446989066559415,-0.6790422276267545,4.280351310029085,-2.060335251741672,4.634045458220986,19.47198860933943,24.31933293457324,7.220248078526283,21.086351566725146,20.11610886736324
up,-2.113,-1.052,-5.394,-51.325,-233.266,-198.2,1.284,1.362,3.793,227.653,943.228,88.761,0.36412,0.001974999999999999,0.7342350000000001,0.8068850000000003,1.3658899999999983,0.526145,0.2008917256,0.033593034375,0.568238029775,523.142327531775,19294.457538337898,527.754457553975,-0.8608300890320872,1.334685085138716,-2.8370744549163045,5.921072626034092,4.693663745971355,-2.7312061454807526,5.070537484590894,23.378562456647657,25.030186920650312,53.57843397869133,26.713237914905008,30.338444823887684
up,-0.8,-1.521,-4.078,-153.92,-176.223,-149.912,1.122,1.159,3.139,311.601,775.661,209.894,0.8085499999999999,-0.024554999999999997,0.271155,-1.1070999999999998,2.7920950000000038,-1.9095750000000005,0.10522533749999999,0.056159996975,0.396656070975,1143.66483115,14514.082377355975,791.128676214375,-2.1077935353091837,0.13939684003782124,-0.3805944926080629,3.9390411263923615,3.9736124051383754,1.5856942200894215,5.115564063242107,15.435452999531858,14.318694425007667,40.80386408574618,18.43971451037764,20.486941389983894
up,-0.803,-1.14,-4.373,-54.957,-162.556,-166.043,1.189,1.292,4.61,228.107,767.353,167.513,0.61554,-0.08392999999999999,0.49219499999999994,0.20640499999999945,0.4442450000000008,-0.7820500000000001,0.1388528684,0.0348177151,0.5350925969750001,741.8833230309751,14503.07849927497,585.5688233275,-0.9246575987944206,1.5410139075019575,-0.11156475779426073,5.710730301672613,4.391873925041666,0.22363980114978324,0.8965998392063841,21.159109452458086,15.034835414439168,39.70193749558565,21.271653792318112,23.33587412644961
up,-2.359,-2.026,-5.533,-130.21,-150.471,-235.538,1.206,2.418,5.757,266.589,1131.907,124.338,0.7114500000000001,-0.10233999999999999,0.30646500000000004,-1.5586149999999999,-2.758905,-1.0407799999999998,0.25677484749999996,0.07320739439999999,0.777454788775,780.5977003367749,21539.58351314597,629.3794205216,-3.39089128443985,2.1985015496558273,1.0664340142799238,5.035183950881539,5.621914894582909,-3.97613728673407,15.502291283124219,50.19456299009885,22.05229016415454,48.39241501220918,34.53150811115092,43.53317614893771
up,-3.755,-2.941,-6.704,-183.253,-169.749,-411.383,1.197,2.324,6.807,433.717,1176.65,141.193,0.579155,-0.09983,0.35858999999999996,-2.004574999999999,0.451215000000002,-0.9359049999999997,0.41627579097499995,0.1300385211,1.0938989919000002,1682.5201608143748,28909.890712178767,2374.160601935975,-3.528295545224017,-0.1580716104173443,0.3728416609770148,5.709515434060039,5.692261514586048,-4.852471399797447,17.441061929274753,33.00534003926327,19.42375666824605,65.57001688829156,34.7387033866543,34.82274382236432
up,-1.998,-0.976,-4.335,-44.376,-116.052,-235.089,1.146,1.339,5.948,137.524,1176.65,50.732,0.6148049999999999,-0.08782,0.4301899999999999,-0.9978350000000006,3.7419799999999963,-1.3158749999999992,0.21825518697500002,0.040948787599999995,0.7523236939,409.9704965777749,24415.542154209594,556.476000729375,-2.775749825408821,1.3291308210206902,1.264398440943732,3.070652044029688,5.636057928632158,-5.788698600947841,11.50054353244279,15.941005691998207,15.17891833896838,15.503610217401985,33.76617958653106,51.09625836789469
up,-2.498,-2.014,-4.371,-125.495,-242.113,-225.521,1.333,0.942,5.051,243.856,997.25,229.202,0.5956799999999999,-0.020579999999999998,0.43038999999999994,-0.5847050000000003,-2.8283500000000026,3.24345,0.2710354276,0.059156523600000004,0.7267336878999999,1203.7701117379752,25157.487984887495,1454.3557025875,-2.5620707740904995,-3.130709806768147,0.4319722316475051,3.567110576851584,4.984102801025027,0.16462569580116015,10.371204014362721,26.254387501714593,11.19990230045039,21.133072398053617,26.808039161312674,19.608967638201047
up,-1.855,-0.46,-3.057,-80.972,-150.435,-105.01,1.065,0.768,3.417,266.135,1039.402,50.698,0.692205,-0.07914,0.266945,2.5930750000000007,4.844339999999997,-0.34783999999999937,0.256404222975,0.0226311104,0.506932701975,884.9939432493752,29333.936383054395,339.4282021944,-2.5119037796966173,1.4858505024224609,0.8672457586421755,4.356509233143881,4.7930442587564945,-1.2765614141789727,7.2319248780414815,5.878668588832862,6.314997472250913,32.89285276616475,24.04125719058841,6.798821552333606
up,-2.755,-1.021,-2.597,-86.874,-167.915,-163.521,1.267,1.117,4.994,175.273,1176.65,96.291,0.4958949999999999,-0.073535,0.45966500000000005,0.7780199999999999,8.064934999999997,-0.6552849999999992,0.4080847939749999,0.04881749877499999,0.639733522775,739.0709009396,31799.20719470077,489.4047535537749,-2.0026490250053226,1.513586593253313,1.3105716013906916,2.66988443759452,4.889016558473924,-2.490419903429638,6.317994221978776,10.916192533373422,8.724937946432373,13.770948868043572,25.477961472856226,20.82655039568438
up,-1.77,-1.997,-5.342,-191.879,-95.335,-182.277,1.252,1.144,4.627,298.087,974.447,126.686,0.501015,-0.01267999999999999,0.515155,-1.5130400000000004,2.5597949999999967,-0.016950000000000215,0.279353444775,0.05707251759999999,0.6864935609749999,1210.5600807084002,25749.696598102975,773.8371658674998,-1.4457273387664422,-2.6148979760362288,-0.7684971024506958,1.765298645090703,4.866829769013701,-2.2353921065623448,3.290072146686321,27.191979358867034,15.930344699174317,35.40183965574789,23.90799706815907,18.80932718057327
up,-1.876,-1.395,-2.644,-213.948,-185.862,-214.952,1.077,1.753,3.615,231.145,1108.457,100.021,0.41039500000000007,-0.05952500000000001,0.48079500000000003,1.2989899999999994,-3.0279599999999935,-2.74026,0.303564268975,0.069923789375,0.600036882975,1358.8220595399,24832.0324631584,1068.8487741023998,-0.7827630147704902,1.2069189346970428,-0.008217969976081194,0.8672337683166755,4.877033572028662,-3.828657626280225,0.6917271125698208,18.37459772854649,2.8332842587483755,17.637151617201205,27.241263610320658,21.639906080767677
up,-1.708,-1.645,-3.7,-157.098,-105.837,-193.779,1.081,1.325,4.442,226.396,1067.348,124.13,0.7383599999999998,-0.07151499999999998,0.28432,-2.48541,7.036450000000005,-2.573445,0.19095025040000002,0.067366239775,0.5006911575999999,1066.1926090419,24195.493954367503,844.2971236969751,-3.1803093883357865,-0.4357171448185452,0.626596930748591,1.1205834845609555,5.103546689884044,-2.92506520407401,12.310081105346224,15.365926353843609,11.700835337577768,17.154709692442996,27.135805425156384,19.979074479078662
up,-1.289,-1.953,-2.617,-93.369,-135.581,-167.079,1.163,1.062,4.223,186.901,926.792,104.995,0.627605,0.0182,0.28082999999999997,2.9118449999999996,-1.057919999999999,0.5678499999999996,0.237966558975,0.05401315,0.6319751611000001,813.311237470975,23999.968751253604,533.8371746875001,-1.6096303583563079,-3.242921658763099,0.8902148052250803,3.449091250524803,4.76374824920916,-2.6916601182478823,2.7455000240430163,30.494907282791758,5.830269970412565,19.365767844681365,23.74113485650567,21.190178367765135
up,-0.993,-0.942,-2.699,-84.464,-146.227,-136.234,1.097,1.39,3.965,75.401,820.259,80.541,0.611785,0.015135,0.30826,-1.2996750000000004,-1.604414999999999,-1.2011949999999998,0.23772525877499998,0.035939366775,0.5186370324,371.15573147937494,22024.025432582774,441.1836570769749,-0.9688268751257827,0.5623645994411294,0.9537141945337989,0.3124697176687722,4.217566316195484,-2.379640795634706,-0.2940627298936813,20.119512886657983,5.227717180876337,4.984739619071999,18.96414107154121,15.235006884095704
up,-2.032,-1.34,-4.138,-100.248,-187.768,-169.22,1.142,0.988,3.888,209.424,1176.65,152.972,0.46641000000000005,-0.02292,0.41391000000000006,1.94089,-1.2255250000000024,2.5126149999999994,0.3807815919000001,0.04423052360000001,0.6703841319,999.6747028279001,32664.796239699375,871.8477996067751,-1.4829911875959354,-0.35923422908847163,-0.005261346638117777,2.579129623420644,5.1759589074823165,-1.0556453297298627,2.922152935570562,13.684337223794788,7.174900744782122,16.944631952572216,28.117339081255164,14.255392211566981
up,-3.74,-1.354,-6.209,-68.401,-165.361,-184.349,1.198,1.15,4.196,196.923,1176.65,156.391,0.508505,0.0031149999999999923,0.30857,0.9517650000000003,-12.46895,2.2767,0.442380959975,0.051700691774999995,0.6797250451,774.303727889775,23797.120755947497,656.50841728,-3.0643908369186703,-1.5265742759466812,-2.081248720706131,3.9862073974728074,6.630540412327345,-2.405982702064979,15.47625587267179,15.77557570170535,20.32658408373857,23.093678867988967,48.73417066458996,29.454309546786774
