ACC-X,ACC-Y,ACC-Z,GYRO-X,GYRO-Y,GYRO-Z,TEST
-0.114,-0.164,1.113,-2.576,0.731,-0.595,2
-0.097,-0.050,1.011,-2.786,7.241,5.208,2
-0.068,-0.067,0.946,-1.179,3.968,2.618,2
-0.059,-0.060,0.932,6.503,-2.326,0.787,2
-0.079,-0.048,0.971,-0.341,-5.887,0.718,2
-0.114,-0.056,1.057,0.287,-3.081,0.407,2
-0.109,-0.048,1.044,-3.798,8.500,-0.456,2
-0.075,-0.046,0.981,-4.636,8.104,-0.284,2
-0.048,-0.064,0.922,-0.656,6.809,0.822,2
-0.048,-0.004,0.895,4.897,2.961,0.994,2
-0.066,-0.025,0.938,-0.132,-4.880,-3.427,2
-0.085,-0.074,1.018,2.452,-3.729,-2.529,2
-0.118,-0.108,1.135,-1.738,4.040,-1.182,2
-0.086,-0.085,1.011,-3.310,11.881,1.201,2
-0.056,-0.027,0.906,1.440,9.183,2.134,2
0.367,0.345,-1.371,-117.534,-158.564,-83.802,3
0.203,-0.149,-2.869,88.601,-426.549,-128.808,3
-1.713,-0.294,-2.319,54.728,-690.146,-49.573,3
-3.110,0.578,0.757,-191.599,-861.273,-102.109,3
-3.355,-0.234,3.590,-361.696,-778.875,-113.300,3
-2.401,-0.545,6.859,118.562,-289.373,-1.389,3
-1.171,-0.429,0.942,95.654,50.436,-7.192,3
-0.683,-0.204,-0.132,-61.696,2.637,5.657,3
-0.843,0.523,-0.138,-46.192,-123.928,41.924,3
-0.929,0.636,0.698,-49.404,-139.502,-9.817,3
-0.910,-0.231,1.145,-56.353,-97.996,-28.261,3
-0.893,-0.341,1.009,-18.674,-43.400,23.480,3
-0.799,-0.058,0.093,19.878,-54.225,52.183,3
-0.688,-0.010,-0.216,78.264,-148.169,59.609,3
-0.774,0.258,0.404,75.121,-189.459,43.651,3
-0.950,-0.091,0.748,36.709,-127.345,-6.985,3
-0.981,-0.373,0.666,16.874,-79.726,4.586,3
-0.954,-0.282,0.404,10.240,-54.657,19.473,3
-0.936,-0.081,0.138,11.008,-41.026,13.118,3
-0.924,0.011,-0.006,9.436,-51.456,3.412,3
-0.949,-0.143,0.136,-5.614,-75.410,-9.092,3
-1.056,-0.304,0.453,-5.824,-57.822,-5.361,3
-1.094,-0.173,0.451,-3.694,-21.568,8.179,3
-1.022,-0.051,0.205,-22.446,-17.432,-1.424,3
-0.948,-0.071,0.067,-25.065,-20.165,-9.921,3
-0.972,-0.111,0.154,-3.624,-19.554,-5.361,3
-0.981,-0.176,0.079,10.379,-36.027,1.443,3
-1.025,-0.043,0.150,21.763,-49.766,19.957,3
-1.037,-0.163,0.231,13.906,-53.075,14.845,3
-1.005,-0.182,0.131,10.973,-56.887,15.639,3
-0.950,-0.091,0.021,10.240,-51.960,8.179,3
-0.974,-0.130,0.085,-0.551,-50.737,1.961,3
-0.990,-0.156,0.151,-11.062,-67.857,2.618,3
-1.009,-0.154,0.125,-14.973,-61.814,1.201,3
-0.991,-0.225,-0.020,-10.538,-54.873,5.692,3
-0.956,-0.041,0.007,-6.522,-59.081,8.351,3
-0.961,-0.080,0.007,-8.967,-57.930,-3.738,3
-0.980,-0.152,0.009,-19.198,-45.809,-11.717,3
-1.004,-0.192,0.075,-18.849,-34.552,-6.017,3
-1.080,-0.018,0.101,-32.992,-33.545,-2.460,3
