ACC-X,ACC-Y,ACC-Z,GYRO-X,GYRO-Y,GYRO-Z,TEST
0.805,-0.131,0.499,-28.627,-132.920,17.297,2
0.799,0.069,0.590,-4.357,-133.423,21.408,2
0.819,-0.064,0.809,-10.189,-130.042,2.652,2
0.755,-0.012,0.872,-9.805,-94.148,14.258,2
0.670,0.132,0.497,-28.976,-77.172,-1.216,2
0.612,-0.061,0.797,-11.027,-96.234,-10.819,2
0.655,0.044,0.521,-5.160,-86.271,7.695,2
0.590,0.201,0.765,1.300,-122.597,-6.674,2
0.602,-0.155,0.980,-27.928,-93.141,-29.919,2
0.708,-0.084,0.687,-58.204,-74.115,1.892,2
0.673,0.370,0.899,-31.316,-73.252,-3.185,2
0.502,0.152,0.761,-26.531,-37.609,-40.592,2
0.504,-0.055,0.547,-17.592,-74.367,-47.466,2
0.539,-0.342,1.078,-31.944,-76.992,-22.666,2
0.559,-0.106,0.853,-38.020,-36.314,16.676,2
0.554,0.341,0.955,-10.748,-49.370,12.013,2
0.497,0.154,0.652,11.811,-31.027,-23.702,2
0.504,0.047,0.060,29.446,-75.410,-20.628,2
0.567,-0.003,1.152,42.506,-167.016,-28.261,2
0.509,-0.491,1.440,3.814,-60.663,-6.674,2
0.455,0.253,0.688,6.713,-50.557,35.396,2
0.445,0.105,1.027,23.614,-75.841,-8.539,2
0.405,-0.053,0.779,13.243,-68.108,-1.631,2
0.384,0.118,0.949,2.627,-85.480,2.410,2
0.354,0.016,1.064,-1.564,-71.345,-8.677,2
0.368,-0.174,1.104,-18.046,-54.945,-3.427,2
0.327,0.039,0.972,-30.477,-42.968,13.912,2
0.323,0.142,1.032,-27.404,-49.298,4.034,2
0.324,0.033,1.007,-27.055,-47.823,-4.670,2
0.283,0.047,0.894,-25.449,-38.364,-5.189,2
0.290,0.042,0.969,-21.468,-57.031,-2.736,2
0.256,0.108,0.853,-36.728,-49.658,-6.328,2
0.243,0.040,0.993,-34.528,-55.125,-6.985,2
0.248,0.047,0.946,-16.230,-47.716,-7.572,2
0.222,0.082,1.017,-1.598,-46.529,-4.739,2
0.197,0.103,0.834,-1.494,-43.004,-10.473,2
0.203,0.068,0.996,-7.151,-70.159,-6.916,2
0.192,0.162,0.919,-10.328,-52.319,-11.889,2
0.214,0.094,1.041,3.290,-54.549,-22.182,2
0.197,-0.037,1.175,2.382,-37.501,-19.730,2
0.165,0.031,1.088,11.532,-25.129,-6.639,2
0.135,0.066,1.049,21.030,-24.949,-6.225,2
0.129,-0.013,0.997,16.665,-19.878,-5.292,2
0.116,0.132,0.960,4.792,-20.561,-6.501,2
0.114,0.030,1.019,7.795,-23.079,-12.580,2
0.123,0.008,1.083,3.709,-19.482,-10.266,2
0.102,0.032,1.049,-3.554,-4.700,-1.665,2
0.085,0.075,0.944,9.087,-7.829,-10.059,2
0.089,-0.047,0.992,9.995,-12.325,-7.468,2
0.152,0.019,0.910,16.071,-9.375,-6.397,2
0.110,-0.002,0.865,1.754,-24.553,2.618,2
0.136,0.172,1.063,7.760,-28.438,-4.498,2
0.113,0.019,1.009,10.833,-7.469,-6.777,2
0.107,0.199,0.957,26.827,-6.966,-5.741,2
0.065,-0.188,0.902,22.497,-10.203,-20.835,2
0.062,-0.019,0.812,5.944,-22.719,6.659,2
0.051,-0.057,0.991,8.947,-35.847,-1.769,2
0.108,-0.125,1.192,0.427,-35.739,3.792,2
0.093,0.040,1.112,-0.551,-10.167,17.228,2
0.046,0.103,1.094,10.554,-13.116,9.353,2
0.032,0.000,0.902,12.544,-8.656,13.014,2
0.051,0.018,1.069,15.932,-27.934,12.565,2
0.034,-0.046,0.988,6.014,-5.024,8.800,2
0.031,-0.028,0.970,-0.411,-11.066,10.009,2
0.042,0.013,0.939,-4.148,-11.282,7.177,2
0.017,0.034,0.996,0.217,-9.555,2.618,2
-0.009,0.009,1.118,1.963,-8.296,2.652,2
0.005,0.042,1.061,-7.744,-5.024,6.313,2
-0.017,0.026,1.036,-11.411,-4.124,8.144,2
0.010,0.036,1.045,-7.221,-12.217,6.417,2
0.026,0.011,0.959,-1.773,-2.578,2.514,2
0.009,-0.002,0.878,5.770,-5.060,-1.182,2
0.019,0.076,0.940,6.573,-10.670,-2.805,2
0.020,0.008,1.081,3.814,-5.491,-4.118,2
0.015,0.022,1.097,-2.506,8.859,-1.424,2
0.008,0.026,1.095,-4.951,21.124,-2.529,2
0.014,-0.049,0.977,1.370,26.195,-7.123,2
0.039,-0.086,1.005,9.646,5.299,-0.284,2
0.071,-0.036,1.008,-5.370,15.477,3.308,2
0.059,-0.059,0.994,-13.751,18.894,1.581,2
0.038,-0.021,0.982,-14.205,24.505,6.590,2
0.024,0.069,0.950,-11.655,25.872,4.241,2
0.013,0.025,0.963,-13.855,22.778,-1.838,2
0.035,0.036,0.996,-16.370,12.132,3.067,2
0.064,0.048,1.002,-11.306,3.860,-0.733,2
0.065,0.018,1.027,-8.268,5.371,3.032,2
0.044,-0.003,0.967,-5.859,-4.844,4.517,2
0.041,0.082,0.989,-0.341,-5.491,8.904,2
0.069,0.075,1.049,2.487,-1.211,2.790,2
0.047,0.044,1.047,-0.691,6.486,1.132,2
0.033,0.057,0.971,-8.303,9.039,-1.216,2
0.062,0.070,1.018,-10.084,1.774,0.338,2
0.067,0.061,0.986,-8.513,2.386,-0.387,2
0.067,0.026,0.983,-4.741,2.170,0.476,2
