ACC-X,ACC-Y,ACC-Z,GYRO-X,GYRO-Y,GYRO-Z,TEST
-0.216,0.885,0.941,30.179,-13.584,-116.477,3
-0.277,0.839,0.906,15.547,18.355,-152.987,3
-0.390,0.355,0.578,56.299,6.630,-181.206,3
-0.314,0.113,1.298,50.468,-22.971,-162.969,3
-0.188,0.029,0.927,41.668,18.283,-157.304,3
-0.071,0.102,1.256,8.354,25.224,-144.351,3
-0.047,0.727,0.955,-3.973,70.757,-150.051,3
-0.152,0.813,0.565,6.049,31.266,-191.948,3
-0.285,0.547,0.731,31.296,0.012,-211.360,3
-0.268,-0.599,0.324,56.299,-123.353,-230.219,3
-0.060,-0.691,1.884,46.906,-98.212,-118.895,3
0.072,0.357,1.009,36.534,23.138,-77.378,3
0.114,0.758,1.203,38.839,27.526,-118.239,3
-0.051,0.940,0.839,56.509,72.412,-171.396,3
-0.186,0.161,0.507,73.969,-51.636,-224.589,3
-0.172,-0.518,1.180,98.308,-78.431,-159.515,3
-0.078,-0.074,1.482,80.394,2.637,-106.461,3
0.020,0.530,1.273,72.677,64.355,-117.928,3
-0.070,0.855,0.952,55.007,112.874,-171.086,3
-0.131,-0.141,-0.242,62.131,-28.186,-255.329,3
-0.043,-0.743,1.428,87.797,-92.278,-170.015,3
0.082,-0.134,0.774,92.966,1.127,-119.033,3
0.110,0.048,1.362,62.201,-3.693,-125.043,3
0.091,0.341,1.032,32.204,74.642,-149.498,3
-0.057,-0.263,0.446,40.201,40.798,-194.400,3
0.029,-0.551,1.059,72.467,-44.191,-135.233,3
0.130,-0.052,1.301,61.014,2.206,-112.954,3
0.142,-0.195,1.248,1.300,65.686,-143.902,3
0.046,0.126,1.072,-52.268,102.336,-134.093,3
-0.010,-0.125,0.389,-41.338,34.863,-201.343,3
0.048,-0.933,1.130,-3.344,-61.922,-159.825,3
0.144,-0.425,1.231,22.846,-12.612,-74.580,3
0.164,-0.111,1.149,11.357,19.326,-71.471,3
0.151,0.075,0.738,-12.459,45.221,-83.595,3
0.150,-0.016,0.933,-34.004,-6.246,-104.526,3
0.174,-0.455,1.013,-21.608,17.995,-101.211,3
0.230,-0.654,0.878,-6.278,3.249,-42.354,3
0.201,-0.187,0.995,-11.900,16.484,9.180,3
0.182,0.193,0.847,-15.951,11.557,-6.328,3
0.179,-0.063,0.886,-19.722,2.350,-28.434,3
0.170,-0.257,0.920,-3.659,-9.555,-5.568,3
0.167,-0.233,0.896,9.227,-0.456,11.909,3
0.127,-0.157,0.831,7.830,-10.886,29.974,3
0.115,0.163,0.986,3.954,-17.720,28.039,3
0.106,-0.023,0.951,-11.306,-13.655,-4.843,3
