ACC-X,ACC-Y,ACC-Z,GYRO-X,GYRO-Y,GYRO-Z,TEST
-0.229,0.066,-0.892,-127.905,11.161,-11.578,3
-0.259,0.006,-0.866,-118.232,22.635,0.234,3
-0.294,-0.010,-0.997,-99.270,21.304,12.323,3
-0.306,-0.107,-0.995,-113.797,27.526,20.095,3
-0.278,-0.061,-1.006,-61.836,15.585,23.065,3
-0.236,-0.071,-0.939,-19.827,19.469,14.396,3
-0.246,-0.058,-0.969,18.760,3.608,8.248,3
-0.282,-0.030,-1.073,8.598,-3.189,1.685,3
-0.317,-0.135,-1.025,-2.297,-9.124,-0.180,3
-0.257,0.009,-1.036,-22.341,17.312,12.772,3
-0.274,0.004,-1.038,13.173,1.630,2.376,3
-0.225,0.078,-1.020,43.239,-23.187,-8.988,3
-0.194,-0.012,-0.809,120.727,-34.624,-8.263,3
-0.242,-0.074,-0.866,185.958,-46.565,-15.482,3
-0.227,0.135,-0.990,233.554,-35.091,-14.065,3
-0.188,0.121,-0.925,256.951,-26.352,-16.345,3
-0.173,0.256,-0.780,308.947,16.664,-14.963,3
-0.273,0.300,-1.022,369.953,26.231,3.792,3
-0.269,0.380,-1.029,344.217,8.248,21.787,3
-0.300,0.604,-0.730,270.675,4.615,11.564,3
-0.203,0.655,-0.811,212.044,-1.175,-7.123,3
-0.193,0.625,-0.623,205.863,-10.526,-10.508,3
-0.306,0.531,-0.705,313.592,19.901,24.067,3
-0.309,0.875,-0.748,248.186,5.551,41.821,3
-0.265,0.789,-0.517,253.040,-22.899,15.847,3
-0.282,0.852,-0.541,175.307,-19.482,15.812,3
-0.239,0.911,-0.391,103.651,-31.351,0.856,3
-0.151,0.913,-0.239,83.328,-12.756,-4.152,3
-0.265,0.982,-0.497,113.324,-6.858,-0.767,3
-0.170,1.003,-0.465,90.032,-28.366,-23.875,3
-0.322,1.077,-0.317,83.223,-9.555,-9.402,3
-0.240,0.876,-0.365,68.486,-0.096,-20.524,3
-0.218,0.878,-0.361,42.576,-9.699,-11.820,3
-0.161,1.008,-0.211,56.858,-9.268,-26.707,3
-0.179,0.963,-0.323,126.489,-22.144,-31.094,3
-0.255,0.824,-0.328,219.621,-22.863,-20.870,3
-0.219,0.916,-0.193,232.612,-33.149,2.756,3
-0.206,1.006,-0.129,206.631,-22.647,0.096,3
-0.208,1.067,-0.049,150.898,-17.935,-8.366,3
-0.169,1.035,0.059,102.324,-8.476,-19.108,3
-0.162,0.992,0.069,153.552,-7.541,-33.684,3
-0.165,1.074,0.094,234.427,-4.196,-39.245,3
-0.167,0.942,0.163,245.776,-5.311,-38.140,3
-0.156,0.893,0.137,240.678,-11.497,-34.444,3
-0.123,0.949,0.290,156.066,-29.660,-23.115,3
-0.111,0.915,0.422,102.324,-13.620,-29.194,3
-0.120,0.917,0.353,67.159,3.608,-24.048,3
-0.096,0.862,0.442,92.407,3.572,-23.495,3
-0.101,0.940,0.405,117.689,17.240,-13.996,3
